timestamp,Entry No_,Budget Name,G_L Account No_,Date,Department,Project,Amount,Description,Business Unit Code,User ID,Budget Dimension 1 Code,Budget Dimension 2 Code,Budget Dimension 3 Code,Budget Dimension 4 Code,Dimension Set ID,Last Date Modified
0x000000000068D2FF,91,2010,8710,01/02/2010,SALES,,64450,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D3BF,92,2010,8910,01/02/2010,PROD,,230,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D052,93,2010,6130,01/02/2010,SALES,,-16430,,,,,,,,68,1753-01-01 00:00:00.000
0x000000000068D069,94,2010,6220,01/02/2010,SALES,,-36400,,,,,,,,53,1753-01-01 00:00:00.000
0x000000000068D15C,95,2010,8230,01/02/2010,ADM,,150,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D15D,96,2010,8230,01/02/2010,PROD,,230,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D15E,97,2010,8230,01/02/2010,SALES,,380,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D25D,98,2010,8450,01/02/2010,SALES,,390,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D322,99,2010,8720,01/02/2010,ADM,,7080,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D323,100,2010,8720,01/02/2010,PROD,,10610,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D324,101,2010,8720,01/02/2010,SALES,,17690,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D08D,102,2010,7110,01/02/2010,SALES,,65610,,,,,,,,26,1753-01-01 00:00:00.000
0x000000000068D180,103,2010,8240,01/02/2010,ADM,,70,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D181,104,2010,8240,01/02/2010,PROD,,110,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D182,105,2010,8240,01/02/2010,SALES,,190,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D268,106,2010,8510,01/02/2010,ADM,,100,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D269,107,2010,8510,01/02/2010,PROD,,140,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D26A,108,2010,8510,01/02/2010,SALES,,240,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D346,109,2010,8730,01/02/2010,ADM,,150,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D347,110,2010,8730,01/02/2010,PROD,,220,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D348,111,2010,8730,01/02/2010,SALES,,370,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D099,112,2010,7120,01/02/2010,SALES,,27260,,,,,,,,39,1753-01-01 00:00:00.000
0x000000000068D0AB,113,2010,7210,01/02/2010,SALES,,282960,,,,,,,,26,1753-01-01 00:00:00.000
0x000000000068D1A1,114,2010,8310,01/02/2010,ADM,,1290,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D1A2,115,2010,8310,01/02/2010,PROD,,1930,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D1A3,116,2010,8310,01/02/2010,SALES,,3220,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D0B7,117,2010,7220,01/02/2010,SALES,,59400,,,,,,,,14,1753-01-01 00:00:00.000
0x000000000068D292,118,2010,8530,01/02/2010,ADM,,50,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D293,119,2010,8530,01/02/2010,PROD,,80,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D294,120,2010,8530,01/02/2010,SALES,,130,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D295,121,2010,8530,28/02/2010,ADM,MERCEDES,22400,,,,,,,,13,1753-01-01 00:00:00.000
0x000000000068D079,122,2010,6710,01/02/2010,SALES,,-23460,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D0CB,123,2010,8110,01/02/2010,ADM,,510,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D0CC,124,2010,8110,01/02/2010,PROD,,770,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D0CD,125,2010,8110,01/02/2010,SALES,,1280,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D1D1,126,2010,8330,01/02/2010,ADM,,40,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D1D2,127,2010,8330,01/02/2010,PROD,,50,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D1D3,128,2010,8330,01/02/2010,SALES,,90,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D380,129,2010,8820,28/02/2010,PROD,,130,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D381,130,2010,8820,28/02/2010,ADM,,30,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D382,131,2010,8820,28/02/2010,SALES,,50,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D085,132,2010,6810,01/02/2010,SALES,,-160,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D0EF,133,2010,8120,01/02/2010,ADM,,710,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D0F0,134,2010,8120,01/02/2010,PROD,,1070,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D0F1,135,2010,8120,01/02/2010,SALES,,1780,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D1F2,136,2010,8410,01/02/2010,ADM,,2330,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D1F3,137,2010,8410,01/02/2010,PROD,,3490,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D1F4,138,2010,8410,01/02/2010,SALES,,5820,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D03E,139,2010,6110,01/03/2010,SALES,,-64560,,,,,,,,53,1753-01-01 00:00:00.000
0x000000000068D06F,140,2010,6230,01/03/2010,SALES,,-92550,,,,,,,,129,1753-01-01 00:00:00.000
0x000000000068D117,141,2010,8130,01/03/2010,ADM,,3580,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D118,142,2010,8130,01/03/2010,PROD,,5370,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D119,143,2010,8130,01/03/2010,SALES,,8950,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D21A,144,2010,8420,01/03/2010,ADM,,60,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D21B,145,2010,8420,01/03/2010,PROD,,90,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D21C,146,2010,8420,01/03/2010,SALES,,150,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D2DA,147,2010,8640,01/03/2010,ADM,,130,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D2DB,148,2010,8640,01/03/2010,PROD,,190,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D2DC,149,2010,8640,01/03/2010,SALES,,320,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D3A3,150,2010,8830,31/03/2010,ADM,MERCEDES,410,,,,,,,,138,1753-01-01 00:00:00.000
0x000000000068D05E,151,2010,6210,01/03/2010,SALES,,-230240,,,,,,,,198,1753-01-01 00:00:00.000
0x000000000068D13B,152,2010,8210,01/03/2010,ADM,,1080,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D13C,153,2010,8210,01/03/2010,PROD,,1630,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D13D,154,2010,8210,01/03/2010,SALES,,2710,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D23E,155,2010,8430,01/03/2010,ADM,,500,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D23F,156,2010,8430,01/03/2010,PROD,,750,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D240,157,2010,8430,01/03/2010,SALES,,1250,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D301,158,2010,8710,01/03/2010,ADM,,20520,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D302,159,2010,8710,01/03/2010,PROD,,30790,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D303,160,2010,8710,01/03/2010,SALES,,51310,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D3C0,161,2010,8910,01/03/2010,ADM,,130,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D3C1,162,2010,8910,01/03/2010,SALES,,320,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D053,163,2010,6130,01/03/2010,SALES,,-6200,,,,,,,,233,1753-01-01 00:00:00.000
0x000000000068D15F,164,2010,8230,01/03/2010,ADM,,130,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D160,165,2010,8230,01/03/2010,PROD,,190,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D161,166,2010,8230,01/03/2010,SALES,,310,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D325,167,2010,8720,01/03/2010,ADM,,5270,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D326,168,2010,8720,01/03/2010,PROD,,7910,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D327,169,2010,8720,01/03/2010,SALES,,13190,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D08E,170,2010,7110,01/03/2010,SALES,,47340,,,,,,,,39,1753-01-01 00:00:00.000
0x000000000068D0C0,171,2010,7230,01/03/2010,SALES,,59210,,,,,,,,236,1753-01-01 00:00:00.000
0x000000000068D183,172,2010,8240,01/03/2010,ADM,,60,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D184,173,2010,8240,01/03/2010,PROD,,90,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D185,174,2010,8240,01/03/2010,SALES,,160,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D26B,175,2010,8510,01/03/2010,ADM,,80,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D26C,176,2010,8510,01/03/2010,PROD,,120,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D26D,177,2010,8510,01/03/2010,SALES,,200,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D349,178,2010,8730,01/03/2010,ADM,,110,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D34A,179,2010,8730,01/03/2010,PROD,,170,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D34B,180,2010,8730,01/03/2010,SALES,,280,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D3D1,181,2010,9210,01/03/2010,ADM,,1870,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D3D2,182,2010,9210,01/03/2010,PROD,,2800,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D3D3,183,2010,9210,01/03/2010,SALES,,4660,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D09A,184,2010,7120,01/03/2010,SALES,,4400,,,,,,,,99,1753-01-01 00:00:00.000
0x000000000068D0AC,185,2010,7210,01/03/2010,SALES,,162660,,,,,,,,99,1753-01-01 00:00:00.000
0x000000000068D3DD,186,2010,9220,01/03/2010,ADM,,140,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D3DE,187,2010,9220,01/03/2010,PROD,,210,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D3DF,188,2010,9220,01/03/2010,SALES,,350,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D0A3,189,2010,7130,01/03/2010,SALES,,9670,,,,,,,,89,1753-01-01 00:00:00.000
0x000000000068D0B8,190,2010,7220,01/03/2010,SALES,,5760,,,,,,,,39,1753-01-01 00:00:00.000
0x000000000068D296,191,2010,8530,01/03/2010,ADM,,40,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D297,192,2010,8530,01/03/2010,PROD,,60,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D298,193,2010,8530,01/03/2010,SALES,,110,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D3E9,194,2010,9230,01/03/2010,ADM,,2650,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D3EA,195,2010,9230,01/03/2010,PROD,,3970,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D3EB,196,2010,9230,01/03/2010,SALES,,6620,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D07A,197,2010,6710,01/03/2010,SALES,,-17600,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D0CE,198,2010,8110,01/03/2010,ADM,,390,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D0CF,199,2010,8110,01/03/2010,PROD,,580,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D0D0,200,2010,8110,01/03/2010,SALES,,970,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D1D4,201,2010,8330,01/03/2010,ADM,,60,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D1D5,202,2010,8330,01/03/2010,PROD,,90,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D1D6,203,2010,8330,01/03/2010,SALES,,150,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D383,204,2010,8820,31/03/2010,PROD,,150,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D384,205,2010,8820,31/03/2010,ADM,,20,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D385,206,2010,8820,31/03/2010,SALES,,30,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D0F2,207,2010,8120,01/03/2010,ADM,,540,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D0F3,208,2010,8120,01/03/2010,PROD,,810,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D0F4,209,2010,8120,01/03/2010,SALES,,1340,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D1F5,210,2010,8410,01/03/2010,ADM,,1940,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D1F6,211,2010,8410,01/03/2010,PROD,,2910,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D1F7,212,2010,8410,01/03/2010,SALES,,4850,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D03F,213,2010,6110,01/04/2010,SALES,,-89240,,,,,,,,114,1753-01-01 00:00:00.000
0x000000000068D070,214,2010,6230,01/04/2010,SALES,,-62250,,,,,,,,71,1753-01-01 00:00:00.000
0x000000000068D11A,215,2010,8130,01/04/2010,ADM,,4680,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D11B,216,2010,8130,01/04/2010,PROD,,7030,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D11C,217,2010,8130,01/04/2010,SALES,,11710,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D21D,218,2010,8420,01/04/2010,ADM,,70,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D21E,219,2010,8420,01/04/2010,PROD,,100,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D21F,220,2010,8420,01/04/2010,SALES,,170,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D2DD,221,2010,8640,01/04/2010,ADM,,40,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D2DE,222,2010,8640,01/04/2010,PROD,,60,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D2DF,223,2010,8640,01/04/2010,SALES,,100,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D2E0,224,2010,8640,30/04/2010,PROD,,460,,,,,,,,145,1753-01-01 00:00:00.000
0x000000000068D3A4,225,2010,8830,30/04/2010,ADM,MERCEDES,570,,,,,,,,138,1753-01-01 00:00:00.000
0x000000000068D049,226,2010,6120,01/04/2010,SALES,,-790,,,,,,,,36,1753-01-01 00:00:00.000
0x000000000068D05F,227,2010,6210,01/04/2010,SALES,,-390330,,,,,,,,94,1753-01-01 00:00:00.000
0x000000000068D13E,228,2010,8210,01/04/2010,ADM,,1150,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D13F,229,2010,8210,01/04/2010,PROD,,1730,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D140,230,2010,8210,01/04/2010,SALES,,2890,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D241,231,2010,8430,01/04/2010,ADM,,530,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D242,232,2010,8430,01/04/2010,PROD,,800,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D243,233,2010,8430,01/04/2010,SALES,,1330,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D304,234,2010,8710,01/04/2010,ADM,,26470,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D305,235,2010,8710,01/04/2010,PROD,,39700,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D306,236,2010,8710,01/04/2010,SALES,,66170,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D3C2,237,2010,8910,01/04/2010,SALES,,340,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D054,238,2010,6130,01/04/2010,SALES,,-11840,,,,,,,,186,1753-01-01 00:00:00.000
0x000000000068D162,239,2010,8230,01/04/2010,ADM,,130,,,,,,,,137,1753-01-01 00:00:00.000
0x000000000068D163,240,2010,8230,01/04/2010,PROD,,200,,,,,,,,2,1753-01-01 00:00:00.000
0x000000000068D164,241,2010,8230,01/04/2010,SALES,,330,,,,,,,,4,1753-01-01 00:00:00.000
0x000000000068D328,242,2010,8720,01/04/2010,ADM,,7330,,,,,,,,137,1753-01-01 00:00:00.000
